img,Prediction,,,
3140,0.660924,,0,
2137,0.0127759,,0,
731,0.389221,,0,
370,0.0505714,,0,
5094,0.0485576,,0,
4001,0.463005,,0,
499,0.00271163,,0,
3099,0.0864854,,0,
1666,0.407171,,0,
2142,0.881001,,0,
1928,0.781493,,0,
4323,0.000211539,,0,
4457,0.098555,,0,
5172,0.84166,,0,
674,0.015262,,0,
1874,0.685078,,0,
1096,0.381201,,0,
3243,0.00284672,,0,
965,0.0457506,,0,
1758,0.726453,,0,
2012,0.935357,1 243600,1,
360,0.000845279,,0,
1231,0.91616,1 243600,1,
1585,0.00338218,,0,
2780,0.500449,,0,
396,0.170323,,0,
4595,0.0669577,,0,
1657,0.907675,1 243600,1,
5370,0.550211,,0,
111,0.140835,,0,
207,0.0768867,,0,
4065,0.249453,,0,
3846,0.0204294,,0,
3951,0.000840665,,0,
2150,0.0404148,,0,
4525,0.814278,,0,
1488,0.0889406,,0,
3772,5.96E-05,,0,
4051,0.745833,,0,
117,0.461665,,0,
58,0.0430394,,0,
532,0.399682,,0,
4761,0.483561,,0,
3917,0.673608,,0,
3596,0.150556,,0,
2637,0.523899,,0,
3067,0.628726,,0,
3075,0.0969219,,0,
3676,0.0737355,,0,
149,0.0677286,,0,
5069,0.0273881,,0,
3312,0.898607,,0,
2500,0.987563,1 243600,1,
1742,0.0984427,,0,
4546,0.10835,,0,
3064,0.508713,,0,
3246,0.160148,,0,
5175,0.104253,,0,
4108,0.836337,,0,
1934,0.47501,,0,
2523,0.355439,,0,
2213,0.198344,,0,
3453,0.137152,,0,
5021,0.700453,,0,
2853,0.0210582,,0,
4269,0.96298,1 243600,1,
1059,0.0416477,,0,
349,0.0418175,,0,
556,0.382259,,0,
1000,0.12171,,0,
1834,0.0245725,,0,
2064,0.0397658,,0,
5457,0.336791,,0,
3766,0.0027754,,0,
670,0.344228,,0,
2003,0.100625,,0,
1224,0.754392,,0,
3835,0.366245,,0,
3565,0.140777,,0,
2959,0.29407,,0,
812,0.404436,,0,
721,0.0573664,,0,
3969,0.0474437,,0,
3507,0.0573515,,0,
4724,0.993667,1 243600,1,
1801,0.647087,,0,
3651,0.111486,,0,
292,0.0300699,,0,
1333,0.5479,,0,
2198,0.874073,,0,
5126,0.350373,,0,
4111,0.859068,,0,
3974,0.000112271,,0,
2358,0.00265361,,0,
3976,0.316509,,0,
5078,0.0680862,,0,
2874,0.553169,,0,
3512,0.419177,,0,
487,0.187932,,0,
2626,0.0803075,,0,
4482,0.194501,,0,
3648,0.647989,,0,
4678,0.000650645,,0,
1699,0.0251063,,0,
4356,0.600509,,0,
4127,0.128738,,0,
3136,0.554789,,0,
2683,0.388774,,0,
4034,0.0229876,,0,
4816,0.208097,,0,
1332,0.0574928,,0,
3834,0.99419,1 243600,1,
2237,0.660415,,0,
4504,0.224864,,0,
4819,2.39E-05,,0,
1770,0.947061,1 243600,1,
2762,0.974534,1 243600,1,
5235,0.291754,,0,
2346,0.186683,,0,
1180,0.0283467,,0,
2386,0.488962,,0,
5384,0.995966,1 243600,1,
4868,0.0125099,,0,
2745,0.841208,,0,
4882,0.630863,,0,
4396,0.046082,,0,
2089,0.860355,,0,
2877,0.101293,,0,
2496,0.705045,,0,
3080,0.0598068,,0,
3822,0.136302,,0,
4136,0.223561,,0,
5058,0.504033,,0,
2638,0.00495969,,0,
1594,0.0315244,,0,
4351,0.932976,1 243600,1,
1088,0.964731,1 243600,1,
2066,0.681512,,0,
4846,0.685643,,0,
4477,0.67006,,0,
2540,0.132078,,0,
5221,0.0144417,,0,
2314,0.978097,1 243600,1,
4461,0.258016,,0,
1187,0.308253,,0,
1780,0.264289,,0,
4586,0.0473261,,0,
1619,0.0605289,,0,
5047,0.100086,,0,
480,0.0157505,,0,
4746,0.431332,,0,
5276,0.0241155,,0,
3314,0.0789045,,0,
2439,0.30524,,0,
5451,0.904434,1 243600,1,
2224,0.771379,,0,
2409,0.322315,,0,
1427,0.695893,,0,
5333,0.0206401,,0,
4691,0.338791,,0,
4186,0.617296,,0,
2234,0.326349,,0,
2002,0.550865,,0,
1136,0.444376,,0,
3595,0.115663,,0,
464,0.0373501,,0,
580,0.0221072,,0,
2418,0.774719,,0,
3680,0.134151,,0,
107,0.424069,,0,
4109,0.842763,,0,
5334,0.117047,,0,
5258,0.141173,,0,
3335,0.00497816,,0,
2415,0.817075,,0,
3286,0.962093,1 243600,1,
286,0.112799,,0,
427,0.742946,,0,
5265,0.387938,,0,
2023,0.633595,,0,
1270,0.679257,,0,
484,0.624261,,0,
3170,0.298678,,0,
5226,0.856488,,0,
3014,0.0243157,,0,
4286,0.181343,,0,
4085,0.056671,,0,
4903,0.142187,,0,
52,0.527328,,0,
2463,0.104999,,0,
1990,0.161294,,0,
2974,0.0528911,,0,
5364,0.494389,,0,
850,0.626511,,0,
3342,0.845395,,0,
1165,0.166088,,0,
2201,0.519756,,0,
659,0.26083,,0,
5507,0.999661,1 243600,1,
5272,0.287174,,0,
546,0.000812315,,0,
572,0.0062451,,0,
5141,0.349759,,0,
4613,0.390262,,0,
3210,0.477545,,0,
1104,0.00377137,,0,
2820,0.141255,,0,
4225,0.0230618,,0,
3635,0.199782,,0,
1235,0.120509,,0,
967,0.00481918,,0,
3185,0.0628666,,0,
1542,0.0190131,,0,
89,0.446313,,0,
4463,0.367413,,0,
3867,0.113966,,0,
4382,0.204722,,0,
5365,0.179396,,0,
3647,0.054644,,0,
1735,0.0474642,,0,
424,0.137484,,0,
1022,0.488201,,0,
2984,0.432706,,0,
1387,0.235791,,0,
4180,0.931423,1 243600,1,
4583,0.0309727,,0,
1277,0.289748,,0,
272,0.0737698,,0,
3364,0.54249,,0,
4368,0.966586,1 243600,1,
1261,0.513696,,0,
1793,0.646487,,0,
3421,0.017348,,0,
5494,0.113255,,0,
1577,0.500568,,0,
4096,0.0439225,,0,
4490,0.386093,,0,
2764,0.0131452,,0,
2884,0.643837,,0,
1144,0.0054517,,0,
1843,0.00945335,,0,
4277,0.0833349,,0,
3092,0.0152968,,0,
157,0.0749798,,0,
2433,0.127894,,0,
4841,0.197351,,0,
864,0.0473157,,0,
4529,0.421722,,0,
1007,0.330791,,0,
759,0.0987649,,0,
3396,0.987798,1 243600,1,
4833,0.456244,,0,
701,0.412375,,0,
5039,0.000502507,,0,
407,0.00827909,,0,
5300,0.0146737,,0,
2147,0.0105845,,0,
4791,0.788167,,0,
651,0.903903,1 243600,1,
2102,0.618626,,0,
2737,0.991556,1 243600,1,
2597,0.236876,,0,
2177,0.22771,,0,
1510,0.236527,,0,
3568,0.0846948,,0,
4278,0.231937,,0,
3134,0.0953723,,0,
780,0.0423106,,0,
62,0.612016,,0,
2117,0.966586,1 243600,1,
3550,0.332303,,0,
3347,0.454296,,0,
1158,0.221173,,0,
3769,0.145161,,0,
5248,0.633885,,0,
1241,0.697135,,0,
3114,0.00271347,,0,
4153,0.795221,,0,
144,0.739622,,0,
1652,0.429345,,0,
868,0.269887,,0,
362,0.759274,,0,
1291,0.00440506,,0,
5164,0.110459,,0,
2406,0.0115966,,0,
2382,0.103865,,0,
1544,0.974331,1 243600,1,
2347,0.486743,,0,
4346,0.528469,,0,
1953,0.0208754,,0,
751,7.50E-05,,0,
1749,0.416603,,0,
5132,0.972068,1 243600,1,
1230,0.0193714,,0,
2913,0.148752,,0,
745,0.276731,,0,
2789,0.74211,,0,
4603,0.391532,,0,
1091,0.0169493,,0,
4023,0.0604608,,0,
1755,0.869529,,0,
3780,0.00425099,,0,
3351,0.0133755,,0,
3818,0.873373,,0,
1586,0.351265,,0,
2582,0.365298,,0,
3690,0.843478,,0,
2022,0.692987,,0,
742,0.126804,,0,
3697,0.00169209,,0,
1163,0.0152055,,0,
1286,0.061017,,0,
4250,0.0709062,,0,
5052,0.000212213,,0,
590,0.00695399,,0,
865,0.154369,,0,
3029,0.149533,,0,
80,0.505403,,0,
4550,0.00362454,,0,
3573,0.00179078,,0,
4405,0.11037,,0,
1948,0.0208458,,0,
132,0.46118,,0,
1055,0.541114,,0,
5111,0.472369,,0,
222,0.388286,,0,
1118,0.404596,,0,
5241,0.254005,,0,
3779,0.084618,,0,
2546,0.492303,,0,
1409,0.0392896,,0,
49,0.998962,1 243600,1,
486,0.25793,,0,
2901,0.202647,,0,
3281,0.455449,,0,
2556,0.621909,,0,
3153,0.71357,,0,
2459,0.459758,,0,
219,0.997648,1 243600,1,
3643,0.00272367,,0,
1692,0.015621,,0,
739,0.170157,,0,
4303,0.132159,,0,
619,0.889977,,0,
71,0.785583,,0,
1708,0.976658,1 243600,1,
2164,0.00278763,,0,
2594,0.0279875,,0,
23,0.454886,,0,
5360,0.0658211,,0,
5041,0.014448,,0,
2413,0.24869,,0,
645,0.315489,,0,
1977,0.0025759,,0,
5406,0.000953242,,0,
1190,0.0790444,,0,
5178,0.97871,1 243600,1,
5074,0.773548,,0,
2287,0.145286,,0,
5446,0.98785,1 243600,1,
5299,0.00529755,,0,
1406,0.026187,,0,
811,0.00321769,,0,
2677,0.00316749,,0,
4705,0.779401,,0,
3462,0.43419,,0,
5098,0.690989,,0,
4843,0.247272,,0,
3556,0.0836974,,0,
3971,0.000114607,,0,
1084,0.614626,,0,
4060,0.258749,,0,
1412,0.978705,1 243600,1,
2465,0.102127,,0,
2968,0.402014,,0,
3827,0.00117887,,0,
512,0.22461,,0,
3376,0.630294,,0,
1673,0.18926,,0,
644,0.00270501,,0,
4742,0.0843465,,0,
4165,0.401374,,0,
2041,0.653525,,0,
2704,0.45131,,0,
1987,0.136835,,0,
2077,0.104182,,0,
3854,0.324379,,0,
4446,0.00355693,,0,
1603,0.426048,,0,
4785,0.685643,,0,
573,0.224379,,0,
5442,0.681671,,0,
2183,0.223565,,0,
4206,0.0109671,,0,
3540,0.0225202,,0,
1564,0.0298569,,0,
3704,0.000714047,,0,
4672,0.0142094,,0,
1440,0.0739639,,0,
2111,0.22936,,0,
3548,0.668048,,0,
2427,0.280896,,0,
2688,0.0456872,,0,
1552,0.025442,,0,
1028,0.0700852,,0,
90,0.640767,,0,
3829,0.836821,,0,
1257,0.190678,,0,
4230,0.20624,,0,
4947,0.871135,,0,
419,0.650277,,0,
1048,0.692825,,0,
1416,0.229004,,0,
2332,0.0612426,,0,
3534,0.0190975,,0,
4872,0.509246,,0,
3743,0.517069,,0,
4449,0.000130215,,0,
122,0.558862,,0,
1184,0.151655,,0,
2808,0.995161,1 243600,1,
2665,0.44133,,0,
1251,0.269485,,0,
5176,0.0253336,,0,
1043,0.015745,,0,
2533,0.340947,,0,
1851,0.0017997,,0,
3068,0.983471,1 243600,1,
2236,0.0674949,,0,
6,0.0584997,,0,
2440,4.04E-05,,0,
2175,0.00032415,,0,
653,0.0566859,,0,
1345,0.284737,,0,
1429,0.528784,,0,
1435,0.67713,,0,
929,0.010404,,0,
3919,0.506333,,0,
3567,0.688871,,0,
3223,0.672548,,0,
2579,0.0250682,,0,
3070,0.0352248,,0,
422,0.0862638,,0,
254,0.57661,,0,
2140,0.557194,,0,
3987,0.0282886,,0,
1925,0.361031,,0,
1625,0.0028109,,0,
4682,0.861274,,0,
2115,0.108337,,0,
1965,0.659223,,0,
5465,0.124717,,0,
607,0.199447,,0,
3240,0.0188216,,0,
5025,0.00539239,,0,
5454,0.00944233,,0,
173,0.147767,,0,
4855,0.194631,,0,
3695,0.887415,,0,
57,0.000355433,,0,
5080,0.0338954,,0,
3758,0.611659,,0,
989,0.986562,1 243600,1,
3426,0.0106733,,0,
883,0.42007,,0,
1227,0.427317,,0,
2353,0.927761,1 243600,1,
4807,0.894132,,0,
1608,0.00505782,,0,
1894,0.0898027,,0,
3792,0.414425,,0,
4433,0.235221,,0,
2555,0.330841,,0,
3021,0.0614026,,0,
1567,0.427183,,0,
1016,0.00619611,,0,
4120,0.981581,1 243600,1,
2634,0.00253544,,0,
5224,0.0550463,,0,
2194,0.917283,1 243600,1,
2706,0.465064,,0,
3939,0.588861,,0,
1479,0.720378,,0,
2173,9.79E-05,,0,
1471,0.00197563,,0,
1776,0.000402212,,0,
3771,0.997949,1 243600,1,
1773,0.262588,,0,
4632,0.140977,,0,
4132,0.00255464,,0,
4500,0.0930104,,0,
2323,0.385567,,0,
4623,0.300102,,0,
4763,0.0546584,,0,
38,0.285438,,0,
81,0.469899,,0,
3828,0.0420286,,0,
2485,0.10156,,0,
5250,0.96298,1 243600,1,
4533,0.239006,,0,
2619,0.82241,,0,
4271,0.939154,1 243600,1,
1328,0.00659262,,0,
3237,0.475073,,0,
4149,0.407945,,0,
3905,0.0493855,,0,
153,0.0541808,,0,
1912,0.29593,,0,
1736,0.0342617,,0,
5444,0.435386,,0,
1849,0.472433,,0,
4203,0.497912,,0,
2428,0.527807,,0,
5401,0.150303,,0,
1058,0.280613,,0,
518,0.195005,,0,
2722,0.0591553,,0,
3365,0.980787,1 243600,1,
1233,0.0196872,,0,
304,0.0134952,,0,
211,0.367843,,0,
2924,0.100739,,0,
3589,0.542463,,0,
2293,0.99418,1 243600,1,
541,0.0623766,,0,
2631,0.00280551,,0,
3160,0.138452,,0,
1186,0.172284,,0,
3954,0.738684,,0,
4201,0.129965,,0,
4455,0.0224299,,0,
1914,0.00122678,,0,
2032,0.218844,,0,
4869,0.948291,1 243600,1,
3293,0.442555,,0,
1061,0.0382185,,0,
1738,0.067923,,0,
1919,0.49821,,0,
2340,0.0746408,,0,
2163,0.345932,,0,
3381,0.391087,,0,
4236,0.129965,,0,
2701,0.574339,,0,
3947,0.906415,1 243600,1,
1980,0.561542,,0,
4677,0.969732,1 243600,1,
2264,0.0832919,,0,
467,0.834975,,0,
936,0.00542199,,0,
3910,0.413951,,0,
3748,0.527533,,0,
3755,0.0412026,,0,
3953,0.394683,,0,
4093,0.160634,,0,
614,0.0596499,,0,
409,0.016243,,0,
543,0.00271163,,0,
4637,0.00657903,,0,
524,0.100897,,0,
4194,0.969458,1 243600,1,
2316,0.811905,,0,
4133,0.00180848,,0,
2586,0.999348,1 243600,1,
3319,0.0562245,,0,
1273,0.875974,,0,
2515,0.480427,,0,
1074,0.78965,,0,
1944,0.000206429,,0,
262,0.175444,,0,
2477,0.831657,,0,
1269,0.517753,,0,
3172,0.206051,,0,
935,0.570983,,0,
4183,0.170317,,0,
2391,0.827119,,0,
4839,0.841575,,0,
761,0.604333,,0,
1695,0.14574,,0,
2229,0.684464,,0,
3689,0.00619643,,0,
4914,0.548725,,0,
2363,0.496712,,0,
824,0.121983,,0,
4358,0.703627,,0,
4708,0.877492,,0,
3590,0.79821,,0,
5139,0.295608,,0,
1680,0.716938,,0,
1283,0.462636,,0,
2295,0.0442219,,0,
4021,0.635826,,0,
2861,0.998135,1 243600,1,
2872,0.0321185,,0,
2615,0.223905,,0,
1142,0.000930657,,0,
4602,0.894136,,0,
5269,0.889382,,0,
3657,0.93387,1 243600,1,
2225,0.0243064,,0,
2062,0.0228178,,0,
5142,0.697511,,0,
4627,0.534714,,0,
3605,0.149033,,0,
5243,0.78772,,0,
1463,0.446532,,0,
3747,0.0890661,,0,
970,0.000540976,,0,
5190,0.710424,,0,
1797,0.0111507,,0,
1942,0.0113171,,0,
3800,0.114885,,0,
1127,0.0608741,,0,
356,0.918713,1 243600,1,
1202,0.878696,,0,
4273,0.552513,,0,
655,0.15889,,0,
1519,0.642219,,0,
633,0.24099,,0,
3649,0.847079,,0,
4005,0.107726,,0,
4028,0.0426125,,0,
3620,0.00473155,,0,
4604,0.0309525,,0,
4622,0.0311448,,0,
2517,0.803448,,0,
279,0.766445,,0,
253,0.225393,,0,
1020,0.0500277,,0,
1369,0.421788,,0,
4509,0.239729,,0,
330,0.025615,,0,
1474,0.00100679,,0,
5430,0.00690724,,0,
3554,0.25356,,0,
3368,0.0189211,,0,
3289,0.159843,,0,
5005,0.00975795,,0,
4740,0.00129759,,0,
2336,0.63814,,0,
5308,6.52E-05,,0,
2350,0.0317018,,0,
150,0.00458089,,0,
806,0.0863674,,0,
3078,0.336526,,0,
4090,0.0201511,,0,
3330,0.00439974,,0,
2545,0.42512,,0,
2513,9.98E-05,,0,
985,0.0810058,,0,
635,0.130588,,0,
557,0.958039,1 243600,1,
5485,0.705358,,0,
7,0.0729638,,0,
2673,0.249545,,0,
4418,0.635779,,0,
2998,0.14345,,0,
2121,0.989433,1 243600,1,
4693,0.252272,,0,
3922,0.364002,,0,
471,0.311656,,0,
1775,0.785503,,0,
1004,0.0026334,,0,
324,0.0211414,,0,
4238,0.0981374,,0,
3640,0.14112,,0,
5474,0.366944,,0,
3076,0.357309,,0,
4498,0.164328,,0,
5033,0.194748,,0,
2446,0.443315,,0,
1278,0.000499955,,0,
4804,0.0105656,,0,
4098,0.759912,,0,
3946,0.989684,1 243600,1,
3377,0.048118,,0,
3510,0.288092,,0,
2436,0.165117,,0,
1607,0.228562,,0,
3941,0.0012017,,0,
3219,0.113161,,0,
1453,0.911795,1 243600,1,
1428,0.834291,,0,
3733,0.885833,,0,
990,0.703994,,0,
4162,0.379399,,0,
4987,0.943951,1 243600,1,
4117,0.787473,,0,
2017,0.0319402,,0,
4854,0.0485511,,0,
4148,0.0732347,,0,
2973,0.515302,,0,
3089,0.568491,,0,
329,0.159455,,0,
1150,0.647835,,0,
3570,0.721675,,0,
5350,0.567102,,0,
3927,0.557023,,0,
2495,0.131948,,0,
2122,0.136304,,0,
3672,0.969779,1 243600,1,
266,0.388155,,0,
328,0.503057,,0,
4863,0.736966,,0,
684,0.558627,,0,
3249,0.152098,,0,
5038,0.00580255,,0,
5310,0.008201,,0,
4840,0.478612,,0,
3156,0.403034,,0,
2286,0.337351,,0,
3087,0.480276,,0,
354,0.145473,,0,
5165,0.931256,1 243600,1,
3213,0.00273221,,0,
3261,0.0138243,,0,
1247,0.0274403,,0,
4082,0.0125309,,0,
3734,0.962488,1 243600,1,
3324,0.0564346,,0,
1229,0.520884,,0,
4510,0.0318646,,0,
4329,0.0130041,,0,
3789,0.541481,,0,
4024,0.0111042,,0,
3038,0.698543,,0,
4010,0.0101676,,0,
951,0.164773,,0,
2083,0.0527668,,0,
2649,0.886298,,0,
3494,0.0649383,,0,
773,0.99915,1 243600,1,
1721,0.571956,,0,
4607,0.00200838,,0,
5060,0.59906,,0,
2481,0.410944,,0,
3097,0.636053,,0,
2790,0.768958,,0,
291,0.123821,,0,
5368,0.627514,,0,
4617,0.503214,,0,
847,0.624034,,0,
2757,0.128659,,0,
4314,0.777588,,0,
4713,0.957197,1 243600,1,
2726,0.828775,,0,
3112,0.436818,,0,
5354,0.247619,,0,
2784,0.869984,,0,
2624,0.147708,,0,
5198,0.00441118,,0,
5233,0.561133,,0,
1639,0.063208,,0,
3221,0.766601,,0,
1739,0.52201,,0,
217,0.550208,,0,
1968,0.269705,,0,
4955,0.069179,,0,
563,0.941692,1 243600,1,
2001,0.0090892,,0,
3354,0.0492182,,0,
2904,0.184026,,0,
4537,0.0222247,,0,
5161,0.35208,,0,
2324,0.730748,,0,
4254,0.947418,1 243600,1,
5017,0.00240322,,0,
5456,0.0425534,,0,
2398,0.0243548,,0,
1157,0.174777,,0,
771,0.356051,,0,
942,0.136673,,0,
3960,0.952577,1 243600,1,
2227,0.00138905,,0,
3403,0.0652478,,0,
3966,0.00994551,,0,
91,0.766262,,0,
1497,0.438109,,0,
4135,0.0368509,,0,
2707,0.560699,,0,
564,0.111816,,0,
3529,0.441573,,0,
783,0.453756,,0,
84,0.775062,,0,
840,0.31532,,0,
353,0.00991113,,0,
11,0.049957,,0,
129,0.0543794,,0,
441,0.000982606,,0,
1031,0.475688,,0,
3916,0.210736,,0,
1026,0.0309543,,0,
1756,0.0904021,,0,
3467,0.873532,,0,
2079,0.0805107,,0,
2335,0.527986,,0,
2508,0.899967,,0,
1126,0.0270725,,0,
3935,0.0275672,,0,
2460,0.0165655,,0,
4220,0.463286,,0,
1971,0.0348799,,0,
5088,0.423125,,0,
871,0.930002,1 243600,1,
744,0.637294,,0,
4642,0.00244863,,0,
5173,0.00423007,,0,
3062,0.344564,,0,
1105,0.000405838,,0,
4280,0.339126,,0,
4244,0.919618,1 243600,1,
191,0.14598,,0,
489,0.595842,,0,
2666,0.332501,,0,
2841,0.128953,,0,
4198,0.608384,,0,
1295,0.520926,,0,
241,0.96298,1 243600,1,
3015,0.222289,,0,
2951,0.0387618,,0,
3527,0.0059931,,0,
1166,0.0838611,,0,
3719,0.00275031,,0,
4095,0.204597,,0,
3603,0.00147157,,0,
1641,0.909735,1 243600,1,
4697,0.0851285,,0,
3244,0.416891,,0,
5298,0.560347,,0,
3119,0.151474,,0,
2345,0.0145173,,0,
3882,0.411601,,0,
475,0.0158916,,0,
3024,0.801794,,0,
2420,0.886561,,0,
2947,0.219936,,0,
3051,0.228767,,0,
2592,0.934098,1 243600,1,
3642,0.754022,,0,
2453,0.201925,,0,
2610,0.450835,,0,
2894,0.0411633,,0,
1470,0.0417408,,0,
2934,0.0855479,,0,
3551,0.0106498,,0,
3259,0.201634,,0,
1253,0.747562,,0,
4735,0.6724,,0,
2532,0.413091,,0,
1683,0.00390247,,0,
3937,0.141163,,0,
3389,0.429345,,0,
2648,0.12593,,0,
2016,0.599569,,0,
2048,0.0784078,,0,
5411,0.000136035,,0,
3254,0.996369,1 243600,1,
1426,0.352018,,0,
1847,0.320813,,0,
5421,0.111358,,0,
44,0.838513,,0,
1684,0.0770593,,0,
3052,0.00195338,,0,
152,0.0377402,,0,
1013,0.0622806,,0,
4479,0.545553,,0,
1424,0.0614041,,0,
344,0.0527793,,0,
2650,0.98531,1 243600,1,
912,0.00770005,,0,
2419,0.00692193,,0,
514,0.60377,,0,
3440,0.525519,,0,
4302,0.203602,,0,
4585,0.00629368,,0,
922,0.0135694,,0,
2779,0.430414,,0,
1794,0.996009,1 243600,1,
3101,0.256914,,0,
1830,0.0301867,,0,
2040,0.486633,,0,
1182,0.770372,,0,
3207,0.447887,,0,
2217,0.685136,,0,
138,0.0560529,,0,
3405,0.560883,,0,
5196,0.962966,1 243600,1,
5479,0.126669,,0,
3139,0.0240135,,0,
1629,0.243441,,0,
5133,0.148785,,0,
5101,0.625608,,0,
1690,0.913268,1 243600,1,
893,0.113656,,0,
1222,0.773717,,0,
2623,0.000881042,,0,
239,0.455095,,0,
147,0.17477,,0,
1347,0.00197749,,0,
2421,0.167938,,0,
2452,0.135496,,0,
5188,0.733763,,0,
2046,0.928769,1 243600,1,
1097,0.545897,,0,
350,0.652211,,0,
565,0.250466,,0,
1014,0.000761673,,0,
3203,0.000405488,,0,
218,0.194814,,0,
3069,0.0147205,,0,
2273,0.111456,,0,
5201,0.577797,,0,
1698,0.23418,,0,
1482,0.242647,,0,
1772,0.0129818,,0,
2664,0.288039,,0,
1907,0.413441,,0,
2422,0.543484,,0,
1156,0.0207158,,0,
626,0.0379405,,0,
293,0.228126,,0,
3522,0.817044,,0,
271,0.763221,,0,
3862,0.100828,,0,
4648,0.289158,,0,
352,0.652494,,0,
2275,0.00338491,,0,
3391,0.332788,,0,
1276,0.200961,,0,
3749,0.104032,,0,
3326,0.434559,,0,
5438,0.738591,,0,
3328,0.00240872,,0,
4710,0.476051,,0,
3698,0.324084,,0,
5014,0.779995,,0,
5431,0.962993,1 243600,1,
1838,0.261585,,0,
4856,0.0331811,,0,
1591,0.0983795,,0,
1436,0.414909,,0,
1920,0.0306318,,0,
877,0.304822,,0,
382,0.243789,,0,
2212,0.69731,,0,
5255,0.193121,,0,
1600,0.411665,,0,
2529,0.562639,,0,
437,0.256516,,0,
5489,0.870677,,0,
446,0.679994,,0,
303,0.561542,,0,
2171,0.245978,,0,
829,0.327201,,0,
1009,0.314362,,0,
3991,0.0791223,,0,
4681,0.0667327,,0,
1761,0.277776,,0,
5034,0.630297,,0,
4884,0.00856315,,0,
4745,0.0242047,,0,
3843,0.449345,,0,
3231,0.717218,,0,
4907,0.331049,,0,
724,0.99266,1 243600,1,
1498,0.233236,,0,
4171,0.00684558,,0,
3597,0.556708,,0,
2029,0.00535562,,0,
4322,0.694316,,0,
4796,0.00746289,,0,
1362,0.987838,1 243600,1,
710,0.029375,,0,
1845,0.395562,,0,
3959,0.0553088,,0,
1836,0.0206241,,0,
3508,0.0199172,,0,
4067,0.0111057,,0,
4606,0.962993,1 243600,1,
3456,0.249881,,0,
2278,0.70736,,0,
2408,0.987404,1 243600,1,
3120,0.206164,,0,
852,0.294849,,0,
4516,0.0314672,,0,
2160,0.774861,,0,
4937,0.975973,1 243600,1,
3802,0.0210783,,0,
4624,0.51139,,0,
231,0.166347,,0,
4544,0.039275,,0,
492,0.0666721,,0,
3186,0.00695119,,0,
381,0.441289,,0,
835,0.568338,,0,
42,0.353139,,0,
2088,0.764359,,0,
3429,0.847426,,0,
4103,0.00466485,,0,
5114,0.648096,,0,
788,0.93067,1 243600,1,
2778,0.997849,1 243600,1,
2848,0.15092,,0,
668,0.000350045,,0,
716,0.714196,,0,
4936,0.321049,,0,
2270,0.941205,1 243600,1,
4000,0.00957165,,0,
1446,0.209689,,0,
1357,0.825385,,0,
4169,0.0478249,,0,
1882,0.000193544,,0,
2771,0.850132,,0,
1326,0.40007,,0,
5231,0.938378,1 243600,1,
1952,0.0458822,,0,
459,0.000589018,,0,
5081,0.0710213,,0,
5280,0.734603,,0,
2748,0.3112,,0,
1562,0.0370224,,0,
3407,0.0258371,,0,
3400,0.526938,,0,
3474,0.330747,,0,
1651,0.529279,,0,
2603,0.0346245,,0,
3442,0.0503861,,0,
5054,0.892571,,0,
5440,0.56379,,0,
3788,3.70E-05,,0,
4584,0.620803,,0,
3813,0.0719471,,0,
4610,0.188855,,0,
4511,0.895664,,0,
4686,0.388445,,0,
3341,0.995786,1 243600,1,
777,0.872024,,0,
226,0.0676746,,0,
1865,0.00687955,,0,
261,0.0535281,,0,
1904,0.404393,,0,
2373,0.0275012,,0,
4137,0.432915,,0,
5016,0.905545,1 243600,1,
63,0.0748421,,0,
4297,0.272389,,0,
5423,0.525371,,0,
311,0.632224,,0,
5071,0.500154,,0,
5053,0.0752857,,0,
126,0.997817,1 243600,1,
3234,0.474122,,0,
2244,0.332824,,0,
1658,0.0662872,,0,
4788,0.743814,,0,
498,0.759901,,0,
416,0.00142756,,0,
1146,0.428021,,0,
3720,0.46416,,0,
1681,0.725656,,0,
3450,0.206246,,0,
1643,0.458116,,0,
3000,0.788253,,0,
2521,0.00207972,,0,
4004,0.560883,,0,
185,0.0402894,,0,
32,0.000975079,,0,
858,0.000206367,,0,
3350,0.99661,1 243600,1,
1672,0.0509744,,0,
4614,0.0200231,,0,
857,0.5527,,0,
1536,0.63081,,0,
3973,0.527461,,0,
491,0.986719,1 243600,1,
3841,0.778026,,0,
3638,0.0168933,,0,
2030,0.676607,,0,
445,0.00591765,,0,
1226,0.604882,,0,
3945,0.678534,,0,
3762,0.0152439,,0,
2371,0.947625,1 243600,1,
979,0.0543701,,0,
375,0.753887,,0,
35,0.93561,1 243600,1,
3503,0.779275,,0,
463,0.172154,,0,
1506,0.749889,,0,
1579,0.0158097,,0,
2994,0.00105617,,0,
3752,0.372332,,0,
2473,0.0456842,,0,
2735,0.0485459,,0,
2374,0.383988,,0,
3880,0.850553,,0,
4984,0.0121555,,0,
1210,0.0199281,,0,
2010,0.258715,,0,
3048,0.212411,,0,
4764,0.118253,,0,
12,0.768249,,0,
2317,0.165762,,0,
3490,0.834136,,0,
3686,0.0499407,,0,
4326,0.132103,,0,
2028,0.932785,1 243600,1,
2912,0.210794,,0,
3082,0.679552,,0,
2161,0.413443,,0,
884,0.52874,,0,
1346,0.0244724,,0,
1940,0.00270501,,0,
36,0.708286,,0,
1148,0.0142215,,0,
1002,0.460802,,0,
4598,0.0670029,,0,
609,0.171787,,0,
1762,0.564,,0,
571,0.669252,,0,
1155,0.00161794,,0,
2761,0.28315,,0,
